"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 366","I'm comfortable with ambiguity about where a project stands as long as progress feels real.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 24","I feel most productive when I have the freedom to shift direction at any moment.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 506","I check and respond to messages whenever they arrive, staying in the flow of communication.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 554","I jump into the deep end with new skills and piece together understanding through experience.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 592","I make choices based on present circumstances and adapt to downstream effects as they appear.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 452","I give my full attention to what's happening now and prepare for future obligations closer to the time.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 398","I let the day's most important task reveal itself through my engagement rather than deciding it in advance.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 522","I focus entirely on the task at hand and clean up everything at the end in one pass.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 384","I schedule things back-to-back and adjust on the fly if something runs over.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 408","I give others a quick overview and trust them to figure out the details their own way.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 464","I finalize plans late because earlier decisions might need changing anyway.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 86","I can work effectively in chaotic environments that would distract most people.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 564","I let Monday morning unfold and see what the week brings.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 426","I sit with vague goals and let clarity emerge before forcing them into action steps.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 498","I work on whatever pulls me in, whether it's hard or easy, based on the moment.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 470","I handle errands and tasks as they come up, even if that means extra trips.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 550","I think about backups only when something goes wrong and I wish I had one.","axis4-conscientiousness.json"
"Conscientiousness","spontaneous","Spontaneous","strong","baseline row 572","I act on my initial understanding and ask for clarification only if I get stuck.","axis4-conscientiousness.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 27","When there is a vacuum of leadership, I fill it without thinking twice.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 497","I am the type who builds the team around my vision rather than the other way around.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 9","When I see an opportunity, I move quickly to claim it.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 109","I often take it upon myself to resolve group disagreements by choosing a path.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 445","I tend to be the voice that names the elephant in the room.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 585","I tend to be the one who says the meeting is over and assigns next steps.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 307","I often reshape a project's scope based on my own assessment of what matters.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 89","I prefer to own the outcome of a decision rather than share that ownership.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 165","I tend to assert boundaries for the group about what is and isn't acceptable.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 137","I would rather lead a small group than follow in a large one.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 441","I prefer to set the ground rules before any group activity begins.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 23","I find it energizing to direct a team through a challenging situation.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 443","I am the person who usually decides how resources get distributed in a group project.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 269","I tend to direct the flow of conversation toward outcomes I envision.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 321","I would rather make a controversial call than let the team drift without direction.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 57","I find myself correcting course when I think a group is going the wrong way.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 67","I take pride in being the driving force behind a project's success.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 31","I feel confident making decisions on behalf of a group.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 425","I prefer to be the one who communicates bad news to the team.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 85","I often end up as the de facto leader in group projects.","axis5-agency.json"
"Agency","agentic","Agentic / Assertive","mild","baseline row 521","I prefer to own the relationship with external partners on behalf of the team.","axis5-agency.json"
